x,y
171.2331,129.8046
224.078,161.4569
105.2915,137.0402
238.0191,625.6947
203.2364,125.9378
83.24724,209.1217
94.09148,174.053
233.2161,563.4467
252.1728,654.6979
138.2217,133.593
219.3916,531.7791
179.0373,505.4474
91.44487,246.4761
195.5991,403.9891
119.6021,106.3991
222.4393,593.5891
131.7673,243.8722
165.9188,241.704
185.2072,281.2355
218.3852,279.3469
143.5281,437.2728
152.0923,282.5756
246.8067,592.4634
125.1369,170.1326
212.0411,316.4583
207.1898,564.1888
199.869,239.9708
218.7368,501.746
117.7514,284.6842
262.7486,625.0616
244.0077,197.8672
158.328,166.7714
247.9715,276.8404
85.6633,286.1764
232.7629,238.711
192.2568,163.0744
173.4507,317.4681
192.5269,532.7901
145.6839,203.097
107.5815,74.62497
162.8449,472.6496
179.7638,200.7484
112.4153,206.4672
203.8531,468.0775
135.9447,320.6293
149.6683,101.2983
95.23046,324.3078
243.5215,313.8065
182.1218,99.03857
94.49857,111.1012
165.0292,69.24788
168.5477,406.0105
265.1772,682.6898
133.1698,69.83598
134.0059,409.8776
200.5215,357.3078
272.8856,653.5041
114.8123,364.5372
159.4812,358.62
46.76767,247.1009
205.5728,101.1734
48.51807,219.536
251.9116,564.9639
121.239,734.5347
230.6581,352.5473
238.5922,533.6255
128.1988,740.0585
251.0601,272.3051
158.9159,362.3292
191.097,357.2157
94.90229,686.4949
132.7875,61.97846
125.0106,671.2953
129.0408,661.7383
211.3866,356.1411
43.21578,382.2956
116.2528,629.5393
169.3132,357.7757
169.963,295.475
135.5958,297.5546
201.0302,349.1898
221.7795,658.9799
113.0786,729.7865
203.696,293.9404
85.91407,642.7451
201.6444,360.1667
125.8696,672.4693
96.62959,680.1519
153.7749,306.1999
190.9811,303.8074
101.5489,300.0573
127.626,191.5094
185.7103,118.4524
168.0964,266.5342
158.7911,352.3153
201.0081,265.144
133.8993,269.0561
161.4734,188.7886
165.0033,87.67311
237.4327,697.8933
99.77091,271.1475
89.33755,683.1124
143.2857,180.7752
95.24476,194.8089
110.5688,229.8921
166.8438,110.8021
97.06349,221.457
217.375,253.9086
110.6204,184.4246
159.716,709.6414
195.3631,186.5837
71.68288,264.9648
43.63518,222.9522
239.582,697.4225
218.844,693.237
135.8599,114.8448
212.1342,700.0043
133.1597,91.71959
200.7729,761.0232
228.53,301.9136
228.7255,693.157
234.8451,263.9261
74.67204,308.489
210.1626,175.5236
249.5059,717.6141
110.2228,635.1718
50.35719,213.0091
112.5246,260.3718
152.7539,121.3664
219.4618,551.5681
207.7257,697.7762
87.65772,400.9506
165.1776,701.0046
52.93947,182.388
49.3084,409.062
236.3284,292.4347
81.46061,650.1234
178.2891,342.9867
251.5396,636.4302
112.9398,495.5601
51.02514,202.9687
173.7848,152.438
207.7413,149.0629
120.8032,125.5804
51.94755,412.0125
235.8383,605.3555
167.5736,719.9403
193.6105,332.231
191.278,303.1736
234.1267,581.7144
85.83139,402.1933
51.24257,198.1017
188.918,140.2556
114.2559,308.1114
67.50168,229.4752
107.1583,723.1229
101.6707,294.3983
80.09151,379.0634
107.6306,159.2039
150.0655,80.24104
235.6267,645.5273
221.3366,671.5177
220.7329,574.7858
140.6127,155.6096
231.6837,299.5113
215.9561,665.0089
229.8501,184.8342
81.89327,378.9671
218.9296,341.303
84.60452,405.751
244.918,574.1716
250.0472,612.7238
63.59563,128.0429
200.1198,692.4513
219.4973,681.2946
52.84862,187.3806
150.5742,257.4953
79.54797,378.0336
130.7927,218.6246
53.93956,176.8528
197.9489,214.4352
115.4428,338.2068
147.1686,226.9625
163.6558,727.2336
112.8138,479.7467
109.1886,704.9612
206.4999,544.4979
235.8011,287.4474
113.8514,490.9758
85.89314,495.8313
181.8373,728.2095
156.1534,333.8059
119.1702,84.80624
133.7876,346.9002
244.7112,569.3409
218.1405,253.8591
57.07689,160.9125
